,1. open,2. high,3. low,4. close,5. volume
2013-05-03,2.55,3.0,2.42,2.48,22230400.0
2013-04-26,2.45,2.55,2.3,2.54,8982800.0
2013-04-19,2.29,2.43,2.15,2.4,9387600.0
2013-04-12,2.08,2.6,2.05,2.29,19112300.0
2013-04-05,2.08,2.13,1.965,2.06,5266700.0
2013-03-28,2.03,2.16,1.99,2.1,8614700.0
2013-03-22,2.06,2.07,1.9,1.93,6724600.0
2013-03-15,2.02,2.18,1.9,1.92,9061300.0
2013-03-08,1.89,2.03,1.87,1.995,4479500.0
2013-03-01,1.92,1.98,1.85,1.88,4256400.0
2013-02-22,1.83,2.15,1.81,1.92,13609200.0
2013-02-15,1.86,1.88,1.76,1.825,4923300.0
2013-02-08,1.8,1.89,1.78,1.86,9523200.0
2013-02-01,1.76,1.79,1.66,1.735,5484800.0
2013-01-25,1.72,1.84,1.72,1.74,5155900.0
2013-01-18,1.85,1.85,1.65,1.72,6711000.0
2013-01-11,1.82,1.93,1.74,1.83,12298000.0
2013-01-04,1.57,1.81,1.51,1.79,11638600.0
2012-12-28,1.57,1.6299,1.48,1.5,5462100.0
2012-12-21,1.85,1.9,1.48,1.58,27355100.0
2012-12-14,2.03,2.03,1.83,1.87,6223500.0
2012-12-07,2.09,2.43,1.82,2.06,18954300.0
2012-11-30,1.69,2.12,1.48,2.08,11948500.0
2012-11-23,1.66,1.74,1.6,1.675,1877500.0
2012-11-16,1.98,1.99,1.23,1.66,23995100.0
2012-11-09,2.24,2.34,2.01,2.03,6677400.0
2012-11-02,2.15,2.32,2.1,2.2347,4929100.0
2012-10-26,1.88,2.15,1.81,2.15,7864200.0
2012-10-19,1.88,2.19,1.84,1.92,9156900.0
2012-10-12,1.88,1.885,1.76,1.85,2962400.0
2012-10-05,1.8,1.98,1.75,1.85,5754500.0
2012-09-28,1.81,1.88,1.69,1.78,3493600.0
2012-09-21,1.91,1.945,1.8,1.81,5905000.0
2012-09-14,1.93,1.97,1.78,1.89,7159600.0
2012-09-07,1.82,2.01,1.74,1.94,8151800.0
2012-08-31,1.62,1.88,1.58,1.76,10036500.0
