SlowK,SlowD,RSI,MACD_Signal,MACD,MACD_Hist,EMA,CCI,Aroon Down,Aroon Up,1. open,2. high,3. low,4. close,5. volume,Trend label
65.3166,70.637,56.9204,0.2667,0.301,0.0344,12.2788,90.7207,10.0,100.0,12.88,13.19,12.26,12.77,642400.0,-1
74.3682,78.2701,57.2949,0.2581,0.2817,0.0236,12.2086,73.5263,20.0,90.0,12.03,12.94,11.85,12.8,338700.0,1
72.2264,81.7708,51.5574,0.2522,0.2498,-0.0023,12.1242,66.2534,30.0,100.0,12.62,13.0,12.13,12.2,530900.0,1
88.2159,83.2897,57.4635,0.2527,0.2666,0.0139,12.1133,96.1167,40.0,0.0,12.52,12.74,12.19,12.71,381300.0,-1
84.8701,72.9056,54.324,0.2493,0.2322,-0.017,12.0281,78.9232,50.0,10.0,12.48,12.79,12.08,12.37,577100.0,1
76.7832,59.095,55.7397,0.2535,0.2196,-0.0339,11.9792,55.4054,60.0,20.0,12.7,12.7,11.715,12.5,550100.0,-1
57.0636,45.4108,56.4526,0.262,0.187,-0.0749,11.9049,60.5545,70.0,30.0,11.96,12.61,11.6,12.57,458400.0,1
43.4382,42.7464,50.2327,0.2807,0.1356,-0.1451,11.8098,-44.7422,80.0,40.0,11.28,11.96,10.88,11.81,498200.0,1
35.7308,41.2888,45.332,0.317,0.1454,-0.1716,11.8098,-74.2181,90.0,50.0,11.56,11.85,11.17,11.28,378900.0,1
49.0701,46.2324,48.0647,0.3599,0.2098,-0.1501,11.8855,-100.9002,100.0,0.0,11.46,11.88,10.52,11.62,706200.0,-1
39.0654,49.7192,47.0508,0.3974,0.2543,-0.1431,11.9234,-38.2681,40.0,10.0,12.44,12.91,11.08,11.5,1339800.0,-1
50.5616,60.3164,53.9191,0.4332,0.3196,-0.1136,11.9839,21.966,50.0,20.0,11.73,12.92,11.62,12.37,917200.0,-1
59.5305,61.7825,43.4075,0.4616,0.3097,-0.152,11.9288,-88.4836,60.0,30.0,12.22,12.742,10.851,11.14,1052900.0,1
70.8572,50.0413,52.953,0.4996,0.4177,-0.0819,12.0414,36.9236,70.0,40.0,12.95,12.97,12.07,12.22,1024000.0,-1
54.9598,32.6884,60.7452,0.5201,0.4397,-0.0804,12.0159,71.0417,0.0,50.0,12.12,12.95,11.89,12.92,896300.0,1
24.3068,25.2263,53.6406,0.5402,0.39,-0.1502,11.8868,-33.9487,0.0,60.0,11.33,12.32,10.9,12.11,1940100.0,1
18.7984,38.2594,44.3526,0.5777,0.4034,-0.1744,11.8549,-91.3401,10.0,70.0,11.44,11.65,10.82,11.28,674000.0,1
32.5737,58.5686,48.0025,0.6213,0.4991,-0.1222,11.937,-22.6411,20.0,80.0,12.09,12.4,11.5,11.63,383900.0,-1
63.4062,74.9833,53.304,0.6519,0.5784,-0.0735,11.9809,48.8002,30.0,90.0,12.43,12.87,12.0,12.1,395100.0,-1
79.726,79.2891,57.829,0.6702,0.6233,-0.0469,11.9639,115.7021,40.0,100.0,13.0,13.46,12.29,12.47,352400.0,-1
81.8176,74.2685,64.6359,0.682,0.6339,-0.0481,11.8916,137.7551,50.0,0.0,12.44,13.0,12.33,12.98,342000.0,1
76.3236,63.8134,60.7194,0.694,0.5863,-0.1077,11.7361,70.1665,60.0,10.0,11.79,12.99,11.63,12.5,477100.0,1
64.6645,49.689,52.7766,0.7209,0.5659,-0.1551,11.6269,-21.8503,70.0,20.0,12.18,12.34,11.45,11.69,357000.0,1
50.4523,37.6694,59.3056,0.7597,0.614,-0.1457,11.6179,-24.6429,80.0,30.0,11.58,12.25,11.06,12.18,221100.0,1
33.9504,30.5697,51.0799,0.7961,0.6167,-0.1795,11.5376,-124.9925,90.0,40.0,10.99,11.69,10.7,11.44,521200.0,1
28.6055,31.2881,44.6892,0.841,0.6864,-0.1545,11.5516,-192.1857,100.0,50.0,11.88,11.88,10.37,10.97,572000.0,-1
29.1532,40.2715,58.0487,0.8796,0.8134,-0.0663,11.6346,-48.6302,0.0,60.0,11.93,12.4,11.38,11.89,576700.0,-1
36.1056,56.0491,57.4262,0.8962,0.8698,-0.0263,11.5982,-25.8421,10.0,70.0,12.16,12.56,11.31,11.84,425000.0,-1
55.5558,72.6239,61.3597,0.9028,0.9344,0.0316,11.5636,47.4845,0.0,80.0,12.46,12.68,11.96,12.08,343400.0,-1
76.486,81.2,66.2982,0.8949,0.9787,0.0838,11.4899,92.1101,0.0,90.0,12.9,13.05,11.83,12.37,374500.0,-1
85.8298,83.0011,75.5444,0.8739,0.9916,0.1176,11.3641,150.3153,10.0,100.0,12.48,13.06,12.4,12.86,254800.0,-1
81.2843,81.8392,72.2778,0.8445,0.9436,0.0991,11.1504,109.6153,20.0,100.0,12.03,12.57,11.9,12.4,195700.0,1
81.8892,81.1017,69.0416,0.8197,0.9156,0.0958,10.9719,93.6146,30.0,70.0,11.94,12.19,11.77,12.0,455000.0,1
82.3442,78.3662,68.2921,0.7958,0.9072,0.1114,10.825,91.967,40.0,80.0,11.81,12.11,11.56,11.91,374300.0,1
79.0716,75.5695,69.641,0.7679,0.8924,0.1245,10.6701,97.191,50.0,90.0,11.81,11.9999,11.3,11.99,381700.0,-1
73.6827,70.8069,68.229,0.7368,0.8524,0.1156,10.4815,125.8429,60.0,100.0,11.29,12.23,11.28,11.79,561500.0,1
73.9541,63.0564,63.6666,0.7079,0.8094,0.1015,10.2946,94.4391,0.0,80.0,11.37,11.7,10.95,11.19,260700.0,1
64.7838,54.3061,66.2347,0.6825,0.8038,0.1212,10.1666,151.1445,0.0,90.0,11.66,11.96,11.19,11.37,457100.0,-1
50.4312,55.5381,70.3494,0.6522,0.7665,0.1143,9.9947,154.4021,10.0,100.0,10.25,12.05,10.118,11.66,911100.0,1
47.7035,65.6507,57.9439,0.6236,0.6784,0.0548,9.7568,13.4604,0.0,80.0,10.19,10.67,9.58,10.13,364400.0,1
68.4797,77.2638,58.9596,0.6099,0.7118,0.1018,9.7035,48.2327,0.0,90.0,10.76,10.76,10.15,10.2,322600.0,-1
80.7688,81.2601,66.2793,0.5845,0.7369,0.1524,9.6326,92.2547,0.0,100.0,10.98,11.04,10.54,10.69,439600.0,-1
82.5428,84.2996,71.3209,0.5463,0.7083,0.162,9.4815,108.3004,10.0,100.0,10.17,11.0,10.12,11.0,381300.0,1
80.4687,88.8202,63.9086,0.5059,0.6301,0.1242,9.2646,102.1991,20.0,100.0,10.43,10.94,9.85,10.07,360900.0,1
89.8875,87.8283,69.8486,0.4748,0.6157,0.1409,9.1496,146.3886,30.0,100.0,10.24,10.88,10.01,10.41,472700.0,-1
96.1044,79.6188,69.088,0.4396,0.5537,0.1141,8.9695,166.9177,40.0,100.0,9.73,10.45,9.58,10.31,557900.0,1
77.4929,61.7166,64.9505,0.4111,0.4767,0.0657,8.778,125.3166,50.0,100.0,9.49,9.89,9.025,9.79,270800.0,1
65.259,48.2769,62.9779,0.3946,0.4245,0.0299,8.6334,75.9203,60.0,40.0,8.41,9.56,8.36,9.56,275000.0,1
42.3978,37.0091,51.9108,0.3872,0.3752,-0.012,8.5011,-30.7923,0.0,50.0,8.99,9.11,8.39,8.515,237300.0,1
37.174,39.601,59.1435,0.3902,0.4131,0.0229,8.4991,-6.039,0.0,60.0,8.3,9.0,8.2,8.99,181700.0,1
31.4554,51.2478,52.6425,0.3844,0.4071,0.0226,8.4289,-53.7137,0.0,70.0,8.22,8.73,8.06,8.47,190200.0,1
50.1735,70.6364,50.1724,0.3788,0.4464,0.0677,8.4231,-46.4746,0.0,80.0,8.82,8.94,7.8516,8.29,503200.0,-1
72.1146,85.0477,57.3516,0.3618,0.5085,0.1467,8.4421,67.4503,10.0,90.0,9.6,9.6,8.73,8.77,284300.0,-1
89.621,92.9473,73.7815,0.3252,0.5315,0.2064,8.3952,134.5496,20.0,100.0,9.41,9.82,9.05,9.6,225000.0,-1
93.4075,93.1051,71.087,0.2736,0.4686,0.195,8.2231,114.9221,30.0,100.0,8.97,9.5,8.44,9.3,270800.0,1
95.8132,88.6956,68.1403,0.2248,0.4121,0.1872,8.0693,99.5753,40.0,100.0,9.03,9.1,8.05,9.0,190300.0,1
90.0947,81.9555,68.984,0.178,0.3644,0.1864,7.9363,143.1933,50.0,100.0,8.79,9.06,8.24,9.04,218800.0,1
80.1789,73.8904,66.3599,0.1314,0.2942,0.1628,7.7786,164.9818,60.0,90.0,8.36,8.79,8.2,8.76,432600.0,1
75.5929,62.3063,62.5964,0.0907,0.2289,0.1382,7.6384,153.8194,70.0,100.0,7.97,8.85,7.82,8.39,291100.0,1
65.8994,45.9714,58.5342,0.0562,0.1798,0.1237,7.5311,93.9345,0.0,100.0,8.09,8.52,7.63,8.03,216400.0,1
45.4266,34.249,59.3398,0.0252,0.1513,0.126,7.4598,41.1479,10.0,50.0,7.6,8.3,7.191,8.08,301600.0,1
26.5881,36.696,53.9818,-0.0063,0.1075,0.1138,7.3712,-40.0625,0.0,60.0,7.11,7.95,6.93,7.61,179800.0,1
30.7322,51.5715,48.5268,-0.0347,0.0979,0.1326,7.3371,-36.1517,0.0,70.0,7.49,7.87,7.09,7.19,170800.0,1
52.7678,68.8622,51.5378,-0.0679,0.127,0.1949,7.3581,8.0162,10.0,80.0,7.73,7.99,7.1,7.42,248400.0,-1
71.2146,81.5623,58.6591,-0.1166,0.1389,0.2555,7.3493,55.2625,20.0,90.0,7.75,8.3401,7.2501,7.92,347600.0,-1
82.6042,90.2532,59.1001,-0.1805,0.1012,0.2817,7.2677,71.9376,30.0,100.0,7.84,8.378,7.41,7.95,169100.0,-1
90.8681,93.5481,59.9108,-0.2509,0.0485,0.2994,7.1703,90.4228,40.0,90.0,7.93,8.3,7.55,8.01,327000.0,-1
97.2874,90.864,61.9503,-0.3257,-0.0256,0.3002,7.0503,121.7529,50.0,100.0,7.95,8.32,7.5,8.17,211800.0,-1
92.4889,82.7579,61.0554,-0.4008,-0.136,0.2648,6.8904,146.3564,60.0,100.0,7.87,8.09,7.43,8.05,168400.0,1
82.8157,68.0132,59.6313,-0.467,-0.2628,0.2041,6.7247,150.144,70.0,100.0,6.9,7.86,6.74,7.85,270700.0,1
72.9692,50.9769,53.0664,-0.518,-0.4005,0.1175,6.5639,121.6667,80.0,100.0,6.83,7.5,6.8,7.0,360500.0,1
48.2546,34.4462,50.1479,-0.5474,-0.4838,0.0636,6.5016,73.2968,90.0,100.0,6.72,7.34,5.99,6.66,329100.0,1
31.707,32.2283,49.0578,-0.5633,-0.5485,0.0148,6.479,-9.1709,100.0,50.0,5.16,6.8,5.1,6.53,290900.0,1
23.3772,43.2814,36.5761,-0.567,-0.6098,-0.0428,6.4717,-138.8939,100.0,60.0,5.8,6.0,5.12,5.23,281500.0,1
41.6009,61.1344,41.0304,-0.5563,-0.5469,0.0094,6.6491,-77.6679,40.0,0.0,6.34,6.56,5.51,5.87,277800.0,-1
64.8662,69.8211,44.2921,-0.5586,-0.5238,0.0349,6.7604,8.7628,50.0,0.0,6.4,6.75,6.23,6.3,161500.0,-1
76.9362,62.6195,45.975,-0.5674,-0.5304,0.0369,6.8262,16.6738,60.0,10.0,7.06,7.14,6.1,6.52,256600.0,-1
67.6609,44.0801,50.6169,-0.5766,-0.5536,0.023,6.87,46.7144,70.0,20.0,6.76,7.31,6.36,7.11,496500.0,-1
43.2614,29.5435,48.3913,-0.5824,-0.6352,-0.0529,6.8357,-7.9877,0.0,30.0,5.88,7.0,5.72,6.83,211600.0,1
21.318,23.6123,40.654,-0.5691,-0.7016,-0.1325,6.8365,-72.1166,10.0,0.0,5.7,6.32,5.47,5.93,176800.0,1
24.051,27.9225,39.0081,-0.536,-0.6846,-0.1486,6.966,-115.8411,20.0,0.0,5.89,5.955,5.35,5.75,298500.0,-1
25.4679,34.2547,39.7804,-0.4989,-0.6345,-0.1356,7.1397,-65.8122,30.0,10.0,6.62,7.17,5.86,5.89,342900.0,-1
34.2485,45.7215,43.855,-0.465,-0.5756,-0.1107,7.3182,-71.0821,40.0,20.0,6.16,7.0,5.43,6.62,392400.0,-1
43.0478,55.9584,40.3925,-0.4373,-0.5665,-0.1292,7.418,-97.5415,50.0,0.0,6.67,6.9,5.71,6.16,216600.0,-1
59.8682,56.2485,42.7662,-0.405,-0.4996,-0.0947,7.5977,-41.532,60.0,10.0,7.55,7.76,6.4,6.62,417900.0,-1
64.9592,44.1851,47.8251,-0.3813,-0.454,-0.0726,7.7373,18.8815,70.0,20.0,8.16,8.4,6.36,7.54,415400.0,-1
43.9183,33.0699,49.9041,-0.3632,-0.4827,-0.1195,7.7655,16.1017,80.0,0.0,7.08,8.3,6.31,7.9,640700.0,1
23.678,37.5194,46.9646,-0.3333,-0.549,-0.2157,7.7463,-54.9134,90.0,0.0,5.57,7.63,5.57,7.39,263800.0,1
31.6133,50.2504,33.7185,-0.2794,-0.5737,-0.2944,7.7972,-152.0442,100.0,10.0,6.05,6.45,5.34,5.46,370700.0,1
57.2668,54.889,36.4802,-0.2058,-0.4005,-0.1947,8.1311,-110.4314,100.0,20.0,8.65,8.65,5.75,6.11,610100.0,-1
61.871,44.6305,50.2006,-0.1571,-0.2396,-0.0825,8.4198,6.9758,60.0,30.0,8.29,8.93,7.86,8.52,594400.0,-1
45.5293,31.0986,50.0603,-0.1365,-0.2763,-0.1398,8.4055,-45.6561,70.0,40.0,6.88,8.87,6.28,8.5,632200.0,1
26.4911,23.4307,38.0439,-0.1015,-0.317,-0.2155,8.392,-111.9086,80.0,50.0,7.71,8.55,6.1,6.97,363200.0,1
21.2753,27.789,41.8334,-0.0477,-0.2085,-0.1609,8.5951,-89.9864,90.0,60.0,7.58,9.15,6.93,7.61,521000.0,-1
22.5257,37.2144,37.6406,-0.0074,-0.1323,-0.1248,8.7359,-235.3088,100.0,70.0,7.7,7.88,5.85,7.13,701000.0,1
39.566,46.923,42.2039,0.0238,0.0159,-0.0079,8.9653,-134.5813,100.0,80.0,8.89,9.02,7.6,7.93,672100.0,-1
49.5515,50.9095,49.7328,0.0258,0.1233,0.0976,9.1132,26.2888,90.0,90.0,10.21,10.44,8.2,9.04,324800.0,-1
51.6515,54.2466,62.361,0.0014,0.1456,0.1442,9.1237,140.2384,0.0,100.0,8.72,11.37,7.75,10.44,271000.0,1
51.5256,61.1509,50.4779,-0.0347,0.0294,0.0641,8.9356,15.2338,0.0,60.0,9.08,9.7125,8.25,8.97,496300.0,1
59.5625,70.3148,49.3019,-0.0507,0.0303,0.081,8.9307,30.2258,10.0,70.0,9.43,9.54,8.55,8.85,179800.0,-1
72.3647,72.5675,55.7564,-0.071,0.0432,0.1142,8.9422,85.343,20.0,80.0,9.2,9.6,8.78,9.5,205600.0,-1
79.0171,66.4646,53.5681,-0.0995,-0.0071,0.0924,8.8625,117.0569,30.0,90.0,9.52,9.64,9.12,9.24,166000.0,-1
66.3207,57.9825,57.6122,-0.1226,-0.0447,0.0779,8.8086,191.2297,40.0,100.0,9.28,10.11,9.02,9.65,541900.0,-1
54.0562,60.4908,54.5222,-0.1421,-0.1338,0.0083,8.6884,84.0237,50.0,0.0,7.94,9.35,7.94,9.24,377900.0,1
53.5707,64.1621,42.226,-0.1442,-0.2038,-0.0597,8.6096,-94.9196,60.0,0.0,8.28,8.58,7.77,7.91,420300.0,1
73.8455,58.4764,45.115,-0.1293,-0.1549,-0.0256,8.7096,-17.2909,70.0,0.0,9.03,9.31,8.11,8.26,403500.0,-1
65.0701,37.2328,53.6024,-0.1229,-0.1257,-0.0029,8.7738,-1.0111,80.0,0.0,8.8,9.3,7.81,9.16,491200.0,-1
36.5137,22.9016,52.0695,-0.1221,-0.1783,-0.0562,8.7186,-34.6392,90.0,0.0,7.84,9.22,7.55,8.99,449000.0,1
10.1146,20.1459,38.9314,-0.1081,-0.2256,-0.1175,8.6798,-124.6668,100.0,10.0,7.89,8.4,7.45,7.76,381700.0,1
22.0763,26.3154,39.8097,-0.0787,-0.1574,-0.0787,8.8112,-133.7844,100.0,20.0,8.3,8.7,7.73,7.87,2625400.0,-1
28.2468,30.062,43.2418,-0.059,-0.0793,-0.0202,8.9457,-93.8416,10.0,30.0,9.07,9.25,8.26,8.3,279300.0,-1
28.6229,39.3072,50.8589,-0.054,-0.0222,0.0318,9.0379,-40.5264,0.0,40.0,8.71,9.19,8.39,9.13,109200.0,-1
33.3163,56.5639,45.8987,-0.0619,-0.0335,0.0284,9.0248,-67.109,10.0,50.0,8.42,8.88,8.19,8.65,414200.0,1
55.9826,74.8197,42.8713,-0.069,0.0014,0.0704,9.0783,-20.7869,20.0,60.0,9.67,9.8,8.23,8.37,421800.0,-1
80.3928,82.9921,56.0866,-0.0866,0.0745,0.1611,9.1795,70.5268,30.0,70.0,9.4,9.92,9.35,9.68,533100.0,-1
88.0836,84.9549,59.4881,-0.1269,0.0333,0.1602,9.108,97.0579,40.0,80.0,9.66,9.96,9.45,9.95,215300.0,-1
80.4999,82.6275,57.0573,-0.167,-0.0473,0.1196,8.9877,120.137,50.0,90.0,9.77,10.01,9.47,9.67,224900.0,1
86.2814,82.881,58.5247,-0.1969,-0.121,0.0759,8.8903,149.8192,60.0,100.0,8.99,10.1,8.93,9.8,481600.0,1
81.1012,71.198,50.7153,-0.2158,-0.2265,-0.0106,8.7603,137.2891,70.0,100.0,9.41,9.7,8.82,8.91,367100.0,1
81.2604,54.7102,57.753,-0.2132,-0.2672,-0.054,8.7389,155.645,80.0,100.0,8.32,9.6,7.87,9.55,158600.0,1
51.2326,31.6693,44.8348,-0.1997,-0.3804,-0.1808,8.623,56.3274,90.0,0.0,8.5,8.8,8.11,8.35,138100.0,1
31.6376,21.6609,45.7797,-0.1545,-0.3973,-0.2428,8.662,-38.9153,100.0,10.0,7.43,8.79,7.02,8.44,366400.0,1
12.1376,19.3416,31.3013,-0.0938,-0.4222,-0.3284,8.6938,-117.4339,100.0,20.0,7.5,8.22,7.29,7.44,255100.0,1
21.2076,24.4655,32.8818,-0.0117,-0.346,-0.3343,8.8729,-109.4721,100.0,30.0,7.92,8.07,7.35,7.64,217600.0,-1
24.6797,24.8629,35.6347,0.0719,-0.264,-0.3359,9.049,-81.0744,50.0,0.0,8.12,8.5,7.81,7.98,233500.0,-1
27.5092,23.4758,37.0297,0.1559,-0.1902,-0.3461,9.2017,-63.9845,60.0,0.0,8.82,9.02,8.06,8.15,304500.0,-1
22.3997,20.1735,40.1955,0.2424,-0.1106,-0.353,9.352,-58.6774,70.0,10.0,8.31,9.17,8.31,8.53,252800.0,1
20.5185,18.9279,37.8027,0.3306,-0.046,-0.3766,9.4694,-88.1035,80.0,20.0,8.22,8.69,8.17,8.34,218400.0,1
17.6024,18.8779,37.3275,0.4248,0.0564,-0.3684,9.6307,-114.5533,90.0,30.0,8.36,8.64,7.96,8.3,443300.0,-1
18.6629,19.1993,37.521,0.5169,0.1904,-0.3265,9.8208,-154.6788,100.0,40.0,8.29,8.98,7.5962,8.33,627800.0,1
20.3683,17.6652,36.8335,0.5985,0.3556,-0.2429,10.0338,-143.0353,100.0,50.0,10.08,11.14,7.67,8.26,2412000.0,-1
18.5666,20.0075,49.8921,0.6592,0.5684,-0.0908,10.2872,-89.3101,100.0,60.0,10.01,10.42,9.11,10.11,326600.0,-1
14.0607,31.2626,53.6887,0.6819,0.6434,-0.0384,10.3125,-54.0982,0.0,70.0,9.81,10.75,9.81,10.52,537200.0,-1
27.3952,52.7279,47.0559,0.6915,0.6881,-0.0034,10.2829,-86.6062,0.0,80.0,10.1,10.7,9.5,9.77,629400.0,1
52.3319,69.3214,51.0002,0.6924,0.8114,0.119,10.3561,22.3709,10.0,90.0,12.35,12.49,10.08,10.22,776400.0,-1
78.4567,75.5762,76.9197,0.6626,0.9111,0.2485,10.3756,161.6041,20.0,100.0,12.64,13.45,11.7,12.23,514000.0,-1
77.1757,69.9107,80.205,0.6005,0.8206,0.2201,10.1106,180.1636,30.0,100.0,11.18,12.99,10.65,12.41,1019900.0,1
71.0962,65.7418,73.3844,0.5454,0.6747,0.1293,9.7822,106.9907,40.0,60.0,10.45,11.35,10.0,11.21,806500.0,1
61.4603,66.1995,67.196,0.5131,0.6009,0.0878,9.5782,81.627,50.0,70.0,10.38,11.0,9.88,10.48,523800.0,1
64.6688,68.2008,64.7724,0.4912,0.5723,0.0812,9.4494,86.0015,60.0,80.0,10.17,10.57,10.17,10.24,411200.0,1
72.4693,61.4346,63.3509,0.4709,0.5519,0.081,9.3364,99.5806,70.0,90.0,10.5,10.81,9.83,10.1,330800.0,-1
67.4644,50.1218,70.6855,0.4506,0.5321,0.0815,9.2273,196.2628,80.0,100.0,10.24,11.4,10.22,10.5,1222000.0,-1
44.37,42.9402,68.8171,0.4302,0.4583,0.0281,9.0455,155.5532,90.0,100.0,8.98,10.58,8.98,10.27,935300.0,1
38.5309,51.0205,53.6863,0.4232,0.381,-0.0423,8.8706,-14.6465,0.0,70.0,8.59,9.88,8.23,8.96,365000.0,1
45.9196,60.6074,47.9616,0.4338,0.41,-0.0238,8.8578,-24.0889,0.0,80.0,9.47,9.585,8.6,8.63,211800.0,-1
68.611,67.22,67.8658,0.4397,0.4747,0.035,8.8904,134.7207,0.0,90.0,9.43,9.88,9.4,9.5,328100.0,-1
67.2917,67.5232,67.3043,0.431,0.4619,0.0309,8.8033,152.0162,10.0,100.0,9.53,9.89,9.25,9.46,457000.0,-1
65.7573,69.7753,68.3796,0.4233,0.4428,0.0195,8.7095,153.2866,20.0,100.0,9.0,9.87,8.62,9.5,594900.0,1
69.5206,74.3603,61.2813,0.4184,0.408,-0.0104,8.5965,69.4444,30.0,0.0,8.88,9.08,8.66,8.99,340700.0,1
74.0481,75.8267,59.0078,0.421,0.4095,-0.0115,8.5403,56.7185,40.0,0.0,9.06,9.12,8.79,8.85,174100.0,-1
79.5123,70.8136,62.3001,0.4239,0.4197,-0.0042,8.4961,37.5479,50.0,10.0,9.0,9.1,8.66,8.99,445900.0,-1
73.9197,56.9233,61.0425,0.4249,0.4124,-0.0125,8.4255,48.4799,60.0,20.0,8.73,9.25,8.64,8.9,640000.0,1
59.009,43.1149,58.5539,0.428,0.4062,-0.0218,8.3578,-13.7517,70.0,30.0,8.77,8.81,8.5,8.72,123100.0,1
37.8413,33.7326,58.2874,0.4335,0.4108,-0.0227,8.306,-25.7515,0.0,40.0,8.21,8.92,8.21,8.7,212200.0,1
32.4946,36.311,52.2031,0.4392,0.4126,-0.0265,8.2497,-65.6385,0.0,50.0,7.83,9.0,7.83,8.26,413200.0,1
30.8619,45.1658,46.0911,0.4458,0.4538,0.008,8.2482,-69.6767,0.0,60.0,9.0,9.0,7.59,7.88,537600.0,-1
45.5764,60.5251,67.2837,0.4438,0.5385,0.0947,8.3009,40.8869,10.0,70.0,8.71,9.04,8.43,8.92,428200.0,-1
59.0592,71.3498,62.6803,0.4201,0.5328,0.1126,8.2124,42.7072,0.0,80.0,9.22,9.3,8.3,8.61,341100.0,-1
76.9395,77.5156,75.2904,0.392,0.5494,0.1574,8.1556,97.4806,10.0,90.0,9.47,9.55,9.02,9.02,670000.0,-1
78.0507,78.4445,89.5229,0.3526,0.5208,0.1681,8.0321,131.6325,0.0,100.0,9.0,9.6,8.96,9.38,203900.0,1
77.5565,82.6895,86.8508,0.3106,0.4401,0.1295,7.8396,108.824,10.0,90.0,8.58,8.95,8.27,8.95,153500.0,1
79.7264,88.0176,82.6936,0.2782,0.3744,0.0962,7.6809,145.0057,20.0,100.0,8.49,9.3,8.2,8.5,299900.0,1
90.7855,89.7909,82.6936,0.2542,0.331,0.0768,7.5639,205.6286,30.0,100.0,8.3,8.68,8.3,8.5,238100.0,1
93.5408,83.863,80.9599,0.235,0.2708,0.0358,7.4302,263.2434,40.0,100.0,7.6,8.49,7.54,8.34,279400.0,1
85.0465,72.829,68.848,0.226,0.2063,-0.0198,7.3002,119.2677,50.0,20.0,7.34,7.68,7.25,7.65,131100.0,1
73.0016,63.5711,61.8917,0.231,0.1912,-0.0398,7.2503,35.8332,60.0,30.0,7.2,7.43,7.2,7.43,58100.0,1
60.4389,56.5394,53.8883,0.2409,0.1916,-0.0494,7.2246,4.9359,70.0,40.0,7.24,7.46,7.2,7.24,123500.0,1
57.2729,53.7295,54.4298,0.2533,0.2086,-0.0447,7.2224,-54.4448,80.0,50.0,7.17,7.31,7.07,7.25,288300.0,1
51.9065,53.1547,55.9476,0.2644,0.2263,-0.0382,7.2184,-14.3912,90.0,60.0,7.21,7.37,7.15,7.28,84900.0,-1
52.009,57.5939,54.4224,0.274,0.2425,-0.0315,7.2096,-118.1221,100.0,70.0,7.27,7.39,6.69,7.24,133900.0,-1
55.5485,62.1407,59.0202,0.2819,0.2637,-0.0181,7.2053,82.6402,10.0,80.0,7.3301,7.55,7.31,7.34,93000.0,-1
65.2241,65.606,63.877,0.2864,0.2768,-0.0096,7.1861,165.3481,20.0,90.0,7.5,7.64,7.3,7.44,163400.0,-1
65.6496,66.387,65.8271,0.2888,0.2793,-0.0094,7.1498,276.0583,30.0,100.0,7.26,7.7,7.21,7.48,251900.0,1
65.9441,67.2778,61.0057,0.2911,0.2744,-0.0167,7.1026,48.9442,40.0,0.0,7.18,7.32,7.0701,7.3,239200.0,1
67.5672,68.2889,58.9801,0.2953,0.2825,-0.0128,7.0744,45.977,50.0,0.0,7.18,7.37,7.14,7.23,39800.0,1
68.3219,64.0198,58.9801,0.2985,0.2958,-0.0028,7.0522,-5.5492,0.0,10.0,7.17,7.39,7.13,7.23,147000.0,1
68.9776,53.5225,59.6978,0.2992,0.3084,0.0092,7.0268,-11.5766,10.0,20.0,7.26,7.35,7.08,7.25,57800.0,-1
54.7599,40.8747,59.6978,0.2969,0.3181,0.0212,6.9949,14.1816,20.0,30.0,7.31,7.33,7.07,7.25,137500.0,-1
36.83,34.4352,60.5936,0.2916,0.3258,0.0341,6.9584,22.5344,0.0,40.0,7.09,7.3,6.99,7.28,184100.0,1
31.0344,38.7058,59.4997,0.2831,0.3278,0.0447,6.9125,17.9894,10.0,50.0,7.02,7.23,6.92,7.22,147500.0,1
35.4413,48.2899,56.9925,0.2719,0.3317,0.0598,6.8686,20.8333,20.0,60.0,7.07,7.25,6.98,7.08,123500.0,1
49.6416,62.192,60.8683,0.257,0.3461,0.0891,6.8384,52.1618,30.0,70.0,7.02,7.45,7.02,7.24,230000.0,-1
59.7868,72.7469,59.949,0.2347,0.3432,0.1085,6.781,49.0747,40.0,80.0,7.16,7.27,7.0,7.18,332400.0,-1
77.1476,76.842,61.4651,0.2076,0.3406,0.133,6.724,99.6102,50.0,90.0,7.68,7.8,7.0,7.25,455500.0,-1
81.3063,71.2715,72.8321,0.1744,0.3252,0.1508,6.6488,238.9729,0.0,100.0,7.6,8.16,7.36,7.73,224600.0,-1
72.0721,65.0313,70.916,0.1367,0.2519,0.1152,6.4944,199.3939,10.0,100.0,6.6,7.55,6.3,7.54,818700.0,1
60.4361,61.5968,57.1838,0.1078,0.1741,0.0662,6.345,29.5626,0.0,70.0,6.32,6.8,6.3,6.58,42500.0,1
62.5857,63.3458,54.9923,0.0913,0.1699,0.0786,6.3114,35.5471,0.0,80.0,6.54,6.71,6.43,6.47,84500.0,-1
61.7686,67.2421,57.902,0.0716,0.1734,0.1017,6.2888,23.0537,0.0,90.0,6.61,6.84,5.9,6.59,94700.0,-1
65.6831,74.5233,60.5449,0.0462,0.163,0.1168,6.2458,83.4559,10.0,100.0,6.35,6.97,6.35,6.7,186500.0,1
74.2746,81.231,54.6123,0.017,0.1363,0.1193,6.1809,48.8418,20.0,80.0,6.58,6.68,6.23,6.35,78100.0,1
83.6121,83.1139,62.0497,-0.0128,0.1357,0.1486,6.1567,108.0422,30.0,90.0,6.87,6.91,6.51,6.66,62600.0,-1
